dataproviderid,occurrenceid,measurementid,measurementtype,measurementvalue,measurementaccuracy,measurementunit,measurementdetermineddate,measurementdeterminedby,measurementmethod,measurementremarks
1078,OBSVLFR_HistoricalPointB_JBRG-18036,20501,abundance,0.2,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-3938,18175,abundance,0.844444,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-10114,19175,abundance,2.53333,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-11343,19381,abundance,0.844444,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-18854,20700,abundance,0.2,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-15832,19866,abundance,0.844444,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-11849,17726,abundance,1.55556,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-11865,17740,abundance,1.55556,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-14189,15207,abundance,0.444444,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-2803,17528,abundance,4.55556,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-13721,15082,abundance,0.222222,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-13253,15080,abundance,0.222222,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-18855,20701,abundance,0.25,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-10115,19176,abundance,2.53333,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-20493,21621,abundance,0.222222,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-12317,17971,abundance,1.22222,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-21312,22153,abundance,1.4,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-2335,17138,abundance,3,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-12785,15079,abundance,0.222222,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-19677,21180,abundance,0.444444,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-10116,19177,abundance,1.26667,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-10113,19174,abundance,0.95,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-12316,17970,abundance,10.5,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-11342,19380,abundance,0.95,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-19676,21179,abundance,0.75,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-1398,16587,abundance,0.25,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-14656,15111,abundance,0.25,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-12784,15223,abundance,0.5,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-2334,17137,abundance,4,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-13252,15423,abundance,1,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-13720,15356,abundance,0.75,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-1866,16751,abundance,0.25,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-7656,18732,abundance,0.95,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-2802,17527,abundance,4,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-14188,15359,abundance,0.75,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-11864,17739,abundance,7.5,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-11848,17725,abundance,7.5,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-15831,19865,abundance,0.95,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-11851,17728,abundance,1,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-11867,17742,abundance,1,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-14191,15455,abundance,1,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-2805,17530,abundance,1.5,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-1869,16753,abundance,0.25,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-13723,15102,abundance,0.25,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-13255,15355,abundance,0.75,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-2337,17140,abundance,4,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-3980,18183,abundance,0.95,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-19679,21182,abundance,1,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-11348,19383,abundance,1.9,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-12319,17973,abundance,4.25,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-10119,19179,abundance,0.95,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-21314,22155,abundance,4.16667,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-21313,22154,abundance,1,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-6433,18615,abundance,0.76,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-20494,21622,abundance,0.6,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-12318,17972,abundance,4.5,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-19678,21181,abundance,1.1,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-14658,15287,abundance,0.5,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-3978,18182,abundance,1.52,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-2336,17139,abundance,1.4,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-13722,15319,abundance,0.6,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-1868,16752,abundance,0.2,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-7660,18733,abundance,1.52,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-2804,17529,abundance,1.9,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-14190,15269,abundance,0.5,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-11866,17741,abundance,3.2,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-11850,17727,abundance,3.2,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-3981,18184,abundance,0.844444,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-5210,18454,abundance,4.22222,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-10120,19180,abundance,0.844444,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-6436,18617,abundance,2.53333,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-6437,18618,abundance,1.26667,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-21315,22156,abundance,0.444444,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-10121,19181,abundance,1.26667,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-20496,21623,abundance,0.166667,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-12320,17974,abundance,5.16667,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-5211,18455,abundance,2.53333,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-14660,15055,abundance,0.166667,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-19680,21183,abundance,3.33333,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-1402,16588,abundance,0.166667,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-935,16488,abundance,0.5,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-17369,20284,abundance,1.26667,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-2338,17141,abundance,1.83333,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-11852,17729,abundance,8,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-11868,17743,abundance,8,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-14192,15550,abundance,1.5,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-467,16369,abundance,0.166667,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-15839,19868,abundance,1.26667,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-2806,17531,abundance,5.16667,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-1870,16754,abundance,0.5,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-13724,15643,abundance,2,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-13256,15383,abundance,0.833333,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-21354,22183,abundance,69.6,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-15836,19867,abundance,0.95,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-5208,18453,abundance,0.95,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-10118,19178,abundance,1.9,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-6434,18616,abundance,1.9,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-11347,19382,abundance,0.95,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-18858,20702,abundance,0.25,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-10122,19182,abundance,0.844444,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-20497,21624,abundance,0.111111,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-12321,17975,abundance,0.555556,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-19681,21184,abundance,0.333333,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-2339,17142,abundance,0.666667,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-14193,15178,abundance,0.333333,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-11869,17744,abundance,0.444444,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-11853,17730,abundance,0.444444,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-2807,17532,abundance,0.333333,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-2785,17510,abundance,0.5,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-13235,15235,abundance,0.5,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-3943,18180,abundance,0.95,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-2317,17120,abundance,0.25,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-19659,21166,abundance,2.5,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-17330,20278,abundance,0.95,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-14639,15475,abundance,1,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-12299,17958,abundance,0.5,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-10082,19155,abundance,2.85,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-6398,18613,abundance,0.95,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-7625,18729,abundance,0.95,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-18822,20675,abundance,4.4,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-18823,20676,abundance,17.6,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-10083,19156,abundance,2.53333,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-5173,18452,abundance,0.844444,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-7626,18730,abundance,0.844444,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-13236,15033,abundance,0.1,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-2786,17511,abundance,0.6,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-11832,17716,abundance,0.2,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-447,16364,abundance,0.2,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-14640,15077,abundance,0.2,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-17332,20279,abundance,0.76,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-19660,21167,abundance,0.2,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-2318,17121,abundance,0.2,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-3945,18181,abundance,1.52,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-10084,19157,abundance,0.76,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-12300,17959,abundance,0.2,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-6400,18614,abundance,0.76,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-18824,20677,abundance,1.2,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-18821,20674,abundance,0.2,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-10081,19154,abundance,1.52,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-3942,18179,abundance,0.76,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-17329,20277,abundance,1.52,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-18827,20680,abundance,3.8,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-18825,20678,abundance,3.4,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-18828,20681,abundance,16,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-10088,19158,abundance,1.08571,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-12302,17960,abundance,0.285714,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-19662,21168,abundance,0.714286,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-2320,17123,abundance,5.28571,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-15806,19854,abundance,2.17143,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-2788,17513,abundance,2,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-1852,16743,abundance,0.285714,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-10089,19159,abundance,5.06667,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-18829,20682,abundance,54,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-18826,20679,abundance,1,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-2319,17122,abundance,24.8889,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-2787,17512,abundance,28.4444,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-448,16365,abundance,1.22222,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-18831,20684,abundance,25.5,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-18832,20685,abundance,25.3333,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-2322,17125,abundance,45.7143,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-451,16367,abundance,3.28571,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-2790,17515,abundance,47,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-1854,16744,abundance,0.714286,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-18833,20686,abundance,7.25,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-18830,20683,abundance,1.75,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-2321,17124,abundance,34.625,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-2789,17514,abundance,31.125,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-450,16366,abundance,0.875,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-18835,20688,abundance,31.25,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-10094,19160,abundance,0.76,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-10095,19161,abundance,0.844444,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
1078,OBSVLFR_HistoricalPointB_JBRG-18836,20689,abundance,59,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-2324,17127,abundance,39.5556,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-19666,21170,abundance,3.11111,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-921,16487,abundance,0.777778,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-17343,20281,abundance,1.68889,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-14646,15377,abundance,0.777778,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-15813,19855,abundance,0.844444,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-14178,15374,abundance,0.777778,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-2792,17517,abundance,50.5556,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-1856,16745,abundance,0.777778,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Cope
1078,OBSVLFR_HistoricalPointB_JBRG-13710,15371,abundance,0.777778,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966Chae
1078,OBSVLFR_HistoricalPointB_JBRG-15814,19856,abundance,4.75,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-17344,20282,abundance,1.9,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-18837,20690,abundance,70.25,,"Abundance is a weekly average, expressed in individus/10m^3",,,,1966Siph
1078,OBSVLFR_HistoricalPointB_JBRG-10096,19162,abundance,1.9,,"Abundance is a weekly average, expressed in individus/10m^3.",,,,1966HydrCten
